zipcode_link,zip4,PROVINCIE,URB2,INKOMEN,SOCKL_A,SOCKL_B1,SOCKL_B2,SOCKL_C,SOCKL_D,OPL_HOOG,OPL_MID,OPL_LAAG,TWEEVERD2,K_WON_EIG2,WOZ_WON,K_HPR_WON,LEVENSFAS2,K_ALLEEN2,K_PAAR_MK2,K_PAAR_ZK2,K_JALLEEN2,K_MALLEEN2,K_OALLEEN2,K_PAARAJK2,K_PAARAOK2,K_JPAARZK2,K_MPAARZK2,K_OPAARZK2,K_G_GEZGRT,LENEN2,SPAREN2,KOOPINTERN,K_AUTOBEZ2
24969,2912,Zuid-Holland,4,1,5,2,1,1,1,5,1,1,4,5,10,NA,9,2,4,5,1,2,1,2,4,1,2,4,4,1,6,5,5
15773,2912,Zuid-Holland,4,1,5,2,1,1,1,5,2,2,3,5,12,NA,9,2,4,5,1,2,1,1,4,1,1,4,4,2,5,5,5
15969,2912,Zuid-Holland,4,1,5,2,2,1,1,5,2,1,6,4,10,NA,6,2,5,4,1,2,1,3,4,1,3,4,5,3,6,6,5
20070,2912,Zuid-Holland,4,3,1,1,3,3,3,1,2,5,2,1,4,9,2,4,4,4,1,4,2,3,3,1,1,4,4,2,3,2,2
15259,2912,Zuid-Holland,4,5,1,3,2,2,3,1,3,4,1,2,9,NA,3,5,2,4,2,1,4,2,1,1,2,4,2,1,2,1,3
18415,2912,Zuid-Holland,4,6,3,3,3,2,1,3,4,2,5,5,7,NA,4,2,5,4,1,2,1,4,3,2,3,3,5,2,4,6,5
17939,2912,Zuid-Holland,4,4,1,1,4,2,3,1,2,5,2,1,4,NA,4,4,4,3,1,3,3,4,2,2,2,2,4,2,3,2,2
20007,2912,Zuid-Holland,4,3,1,1,4,3,2,1,2,5,3,1,4,9,2,4,4,3,2,3,3,3,3,1,3,2,4,3,4,4,2
23070,2912,Zuid-Holland,4,5,1,1,1,2,5,1,1,5,1,1,4,7,3,5,2,3,1,2,4,1,2,1,1,3,3,1,1,1,2
11713,2912,Zuid-Holland,4,6,4,3,1,1,1,4,3,1,5,4,10,NA,4,2,4,5,1,2,1,4,3,1,4,3,5,1,5,6,5
14873,2912,Zuid-Holland,4,2,3,4,2,1,1,3,4,1,2,4,5,NA,2,5,3,4,2,4,2,3,2,1,1,4,2,2,6,6,5
24484,2912,Zuid-Holland,4,3,3,3,2,1,1,1,5,2,6,5,9,NA,4,2,5,4,1,2,1,4,2,3,2,3,5,3,4,6,5
25368,2912,Zuid-Holland,4,4,1,2,4,1,2,1,2,5,3,2,6,7,3,5,4,3,1,3,4,3,2,1,2,2,5,4,2,3,3
12620,2912,Zuid-Holland,4,1,4,2,2,1,1,5,2,2,5,5,9,NA,6,1,4,5,1,1,1,2,4,1,3,4,6,2,4,6,5
17615,2912,Zuid-Holland,4,2,3,4,2,1,1,2,5,1,4,5,9,NA,9,2,4,5,1,1,2,2,3,1,1,4,4,1,5,4,5
17666,2914,Zuid-Holland,4,2,2,4,3,1,1,2,4,3,4,2,6,10,9,3,4,4,1,3,1,4,3,1,1,4,4,4,6,5,5
22711,2914,Zuid-Holland,4,2,3,4,2,1,1,3,4,2,5,4,8,NA,9,2,4,5,1,1,2,4,3,1,3,4,4,2,5,5,5
11695,2914,Zuid-Holland,4,2,3,3,2,2,1,4,3,2,3,4,4,NA,2,5,3,3,3,4,3,3,2,3,1,1,3,4,5,6,4
23779,2914,Zuid-Holland,4,3,1,3,3,3,2,1,4,4,3,2,5,NA,3,5,4,2,1,3,4,4,2,1,1,2,3,3,3,4,3
16612,2914,Zuid-Holland,4,2,1,5,3,1,1,1,5,2,4,5,7,NA,9,2,4,5,1,1,2,3,3,1,1,4,4,1,6,4,5
21457,2914,Zuid-Holland,4,2,4,3,2,1,1,4,3,2,5,5,9,NA,4,2,4,4,1,1,2,4,3,1,3,3,4,3,4,6,5
17031,2914,Zuid-Holland,4,2,2,4,2,1,1,2,5,1,4,5,8,NA,9,2,4,5,1,2,1,3,2,1,4,4,4,1,5,4,5
11808,2914,Zuid-Holland,4,2,2,4,2,1,2,2,4,2,4,5,8,NA,9,2,4,4,1,1,2,3,4,1,1,4,5,3,4,5,4
17763,2914,Zuid-Holland,4,2,2,4,3,1,1,2,5,1,5,4,5,11,2,4,4,3,3,4,2,3,3,2,2,2,4,4,5,6,4
18527,2914,Zuid-Holland,4,2,2,3,3,2,1,2,4,3,4,4,7,9,4,4,4,4,2,2,3,4,3,2,3,3,4,4,4,5,4
21508,2914,Zuid-Holland,4,2,3,4,2,1,1,3,4,2,4,5,9,NA,9,3,4,5,1,2,3,3,3,2,2,4,4,3,6,5,5
20141,2914,Zuid-Holland,4,2,2,4,2,1,1,2,5,2,6,5,7,NA,9,2,5,4,1,2,1,3,4,2,2,4,5,3,5,6,5
18376,2914,Zuid-Holland,4,2,2,4,2,1,1,2,5,1,6,4,7,NA,4,2,5,4,1,2,1,4,3,2,3,3,6,5,5,6,5
22027,2914,Zuid-Holland,4,5,1,1,1,1,5,1,1,5,1,1,3,9,3,5,2,1,1,2,4,2,2,1,1,1,2,1,1,1,1
20073,2914,Zuid-Holland,4,1,5,2,1,1,1,5,2,1,5,4,11,NA,6,3,4,4,2,1,2,3,3,1,3,3,5,3,6,6,5
12002,2914,Zuid-Holland,4,6,2,4,2,1,1,2,4,2,2,4,6,8,9,4,3,4,1,3,4,3,2,1,2,4,3,2,4,4,5
21231,2914,Zuid-Holland,4,1,5,1,1,1,1,5,1,1,4,5,11,NA,9,2,4,5,1,1,2,2,4,1,1,4,4,1,6,6,5
17577,2914,Zuid-Holland,4,2,3,3,3,1,1,3,4,2,5,4,7,11,9,3,4,4,1,2,3,4,3,2,1,4,4,4,4,6,5
11455,2914,Zuid-Holland,4,2,3,3,2,2,1,3,4,1,5,5,8,NA,9,2,5,4,1,2,2,4,4,1,3,4,5,3,6,6,5
13058,2914,Zuid-Holland,4,2,3,3,2,1,1,3,4,2,4,4,10,NA,9,3,4,4,1,2,2,3,3,1,2,4,4,2,5,5,5
18029,2914,Zuid-Holland,4,1,5,2,2,1,1,5,2,1,5,5,7,NA,9,2,4,5,1,1,2,4,2,1,3,4,3,2,5,6,5
15369,2914,Zuid-Holland,4,1,5,1,2,1,1,5,2,1,5,5,9,NA,9,1,5,4,1,1,1,4,3,1,2,4,5,3,5,6,5
23125,2921,Zuid-Holland,4,2,2,4,2,1,1,2,5,2,6,5,6,NA,8,1,4,5,1,1,1,4,3,3,4,3,5,3,5,6,5
21271,2921,Zuid-Holland,4,3,5,1,1,1,1,4,3,1,6,4,11,NA,6,1,5,1,1,1,1,4,4,1,1,1,6,1,6,6,5
17701,2921,Zuid-Holland,4,1,5,1,2,1,1,5,1,2,5,5,10,NA,9,1,4,5,1,1,1,4,3,1,3,4,5,1,4,6,5
24324,2922,Zuid-Holland,4,6,4,2,2,1,1,4,3,1,4,5,12,NA,9,1,4,5,1,1,1,2,4,1,3,4,5,1,5,4,5
12153,2922,Zuid-Holland,4,1,5,1,2,1,1,4,3,1,5,4,9,NA,9,1,5,4,1,1,1,3,4,1,2,4,6,1,4,6,5
24710,2922,Zuid-Holland,4,2,2,4,2,1,1,2,4,2,3,4,9,NA,9,4,3,5,2,2,3,2,2,2,2,4,3,1,5,3,5
16981,2922,Zuid-Holland,4,6,2,5,1,2,1,1,5,1,6,5,8,NA,6,1,5,4,1,1,1,3,4,2,2,4,6,1,5,6,5
19465,2922,Zuid-Holland,4,3,1,3,4,1,1,1,3,4,4,5,8,NA,9,1,4,5,1,1,1,4,3,1,1,4,5,2,6,5,5
11753,2922,Zuid-Holland,4,NA,1,1,5,1,1,1,4,3,1,1,6,NA,3,5,2,2,1,1,4,2,2,1,1,2,2,1,6,6,1
10079,2922,Zuid-Holland,4,4,1,3,3,2,2,1,3,4,2,4,9,NA,9,4,2,5,2,2,3,2,2,2,2,4,3,1,5,3,4
19400,2922,Zuid-Holland,4,2,1,4,3,1,1,1,4,3,3,5,7,NA,9,1,5,4,1,1,1,4,3,1,1,4,5,1,4,5,5
21530,2923,Zuid-Holland,4,2,2,4,2,1,1,3,4,1,4,5,6,NA,9,2,5,4,1,2,1,4,3,1,1,4,5,4,6,5,5
16845,2923,Zuid-Holland,4,3,1,4,3,1,1,1,4,3,6,4,7,11,6,1,5,4,1,1,1,4,4,2,2,3,6,4,5,6,4
23961,2923,Zuid-Holland,4,2,3,2,3,1,2,3,3,2,5,4,9,NA,6,3,4,4,3,2,2,2,4,2,3,3,4,2,6,5,4
13575,2923,Zuid-Holland,4,2,3,3,2,1,1,3,3,2,4,4,7,NA,9,3,4,4,2,1,2,3,4,1,1,4,4,3,4,5,4
19275,2923,Zuid-Holland,4,6,3,4,2,1,1,2,5,1,5,5,8,NA,9,2,4,5,1,1,2,3,4,1,2,4,5,1,5,4,5
18421,2923,Zuid-Holland,4,3,1,1,3,3,4,1,2,5,1,1,5,9,3,5,4,2,1,2,4,3,2,1,1,2,3,3,2,1,2
13234,2923,Zuid-Holland,4,6,2,4,2,1,1,2,4,2,3,4,8,NA,9,3,3,5,2,2,3,2,2,2,2,4,3,1,6,4,5
16184,2923,Zuid-Holland,4,3,1,2,4,2,2,1,2,5,2,2,6,9,3,4,4,3,1,3,4,3,4,1,2,2,4,4,3,3,4
19120,2924,Zuid-Holland,4,3,1,2,5,2,1,2,2,4,2,1,7,9,9,3,4,4,1,1,3,2,3,1,1,4,4,2,3,3,5
11161,2924,Zuid-Holland,4,1,5,1,1,1,1,5,2,1,2,5,11,NA,9,1,3,5,1,1,1,1,3,1,1,4,3,1,6,2,5
18663,2924,Zuid-Holland,4,1,5,2,2,1,1,5,1,2,5,4,10,NA,9,1,4,5,1,1,1,2,4,1,3,4,5,3,5,5,5
13114,2924,Zuid-Holland,4,4,1,2,2,2,4,1,2,5,2,2,3,8,3,5,3,3,2,2,4,3,2,1,2,2,4,2,2,2,2
10184,2924,Zuid-Holland,4,1,5,2,1,1,1,5,2,1,4,4,11,NA,9,2,4,5,1,1,2,1,4,1,2,4,4,2,5,5,5
21361,2924,Zuid-Holland,4,4,1,2,3,2,3,1,2,5,1,1,6,6,3,5,3,4,1,2,4,1,3,1,2,4,3,2,2,1,3
15471,2924,Zuid-Holland,4,6,3,3,2,1,2,3,3,3,5,4,7,8,9,3,4,4,2,2,2,3,3,1,3,4,5,3,5,5,4
18627,2925,Zuid-Holland,4,6,3,3,3,1,1,2,4,2,4,4,8,9,9,2,4,5,1,1,2,3,3,1,2,4,5,1,4,4,4
14417,2925,Zuid-Holland,4,3,1,3,4,1,1,1,3,4,1,4,8,NA,3,5,2,4,1,2,4,2,1,1,1,4,2,1,5,1,5
12119,2925,Zuid-Holland,4,2,2,4,2,1,2,2,5,2,6,4,7,NA,4,1,5,4,1,1,1,4,4,1,1,4,6,2,4,6,5
20214,2925,Zuid-Holland,4,4,1,2,3,3,2,1,2,5,1,1,6,9,3,4,4,3,1,2,4,3,3,1,2,2,4,1,3,2,2
18721,2925,Zuid-Holland,4,3,1,1,5,2,2,1,2,5,2,1,7,9,3,4,4,3,1,2,4,2,4,1,1,3,4,2,2,3,2
23142,2925,Zuid-Holland,4,3,1,3,4,2,1,1,3,4,3,2,7,10,9,2,4,5,2,1,1,3,3,1,3,4,4,4,4,4,4
14773,2925,Zuid-Holland,4,6,3,2,3,1,1,3,3,2,6,5,8,NA,9,2,4,5,1,2,1,3,3,2,3,4,4,1,5,5,5
23243,2925,Zuid-Holland,4,2,3,3,2,1,1,3,4,2,5,4,8,11,9,3,4,4,2,2,2,4,3,2,2,4,5,3,6,6,4
16255,2925,Zuid-Holland,4,6,4,3,2,1,1,4,3,1,6,5,9,NA,9,2,4,4,1,2,1,3,4,2,2,4,5,2,5,6,5
18057,2925,Zuid-Holland,4,2,2,4,2,1,2,2,4,3,4,5,6,NA,9,4,4,4,2,3,3,3,3,1,3,4,4,4,6,6,5
19829,2925,Zuid-Holland,4,2,5,1,1,1,1,5,1,1,6,5,14,NA,6,1,4,4,1,1,1,1,4,1,4,1,4,1,6,6,5
17968,2925,Zuid-Holland,4,2,2,5,2,1,1,2,5,1,4,5,7,NA,9,3,4,4,1,3,1,3,4,1,2,4,5,2,3,5,5
13886,2925,Zuid-Holland,4,2,2,4,3,1,1,2,5,2,5,4,8,NA,9,2,4,5,2,1,1,3,3,2,3,4,5,2,5,4,4
14766,2925,Zuid-Holland,4,6,5,2,1,1,1,5,2,1,3,5,13,NA,9,3,3,5,1,1,3,2,3,1,2,4,4,1,5,4,5
15229,2925,Zuid-Holland,4,2,3,4,2,1,2,3,4,2,4,4,8,10,9,1,4,5,1,1,1,3,3,1,1,4,4,2,5,4,5
16262,2925,Zuid-Holland,4,1,5,1,1,1,1,5,1,1,5,5,10,NA,9,1,3,5,1,1,1,1,3,3,1,4,4,1,6,5,5
18184,2925,Zuid-Holland,4,2,1,2,5,2,1,1,2,5,3,1,6,9,9,4,3,4,1,3,3,2,3,1,3,4,4,3,5,3,4
24085,2926,Zuid-Holland,4,3,1,2,4,3,1,2,4,2,1,1,7,8,3,5,3,1,3,4,4,3,1,1,1,1,2,2,4,3,2
16650,2926,Zuid-Holland,4,2,4,3,2,1,1,4,3,2,6,4,9,10,4,3,5,3,1,3,1,4,3,1,3,3,6,3,6,6,4
10485,2926,Zuid-Holland,4,6,2,4,2,1,1,3,4,2,2,4,9,NA,9,3,3,5,1,3,2,2,2,2,2,4,3,1,4,4,4
20718,2926,Zuid-Holland,4,2,3,3,1,1,1,3,4,1,2,5,9,NA,9,2,3,5,1,2,1,2,2,1,1,4,3,1,6,4,5
11904,2931,Zuid-Holland,6,6,3,3,3,2,1,4,3,2,6,5,9,NA,9,3,4,4,2,1,2,3,3,1,3,3,5,2,4,6,5
20072,2931,Zuid-Holland,6,2,2,3,3,2,1,2,5,2,3,3,6,NA,9,4,4,4,3,3,3,3,2,1,2,3,4,3,4,4,3
17891,2931,Zuid-Holland,6,2,4,3,1,1,1,4,3,1,3,5,9,NA,9,3,3,5,1,2,3,3,2,2,2,4,3,2,6,4,5
12023,2931,Zuid-Holland,6,3,2,2,4,1,1,2,3,3,5,5,7,NA,9,1,5,4,1,1,1,3,4,1,1,4,5,3,6,5,5
14797,2935,Zuid-Holland,6,2,3,3,2,1,1,3,4,2,4,4,11,NA,9,3,4,5,1,2,2,3,3,2,2,4,4,1,5,4,5
14091,2935,Zuid-Holland,6,2,4,3,1,1,1,3,4,1,6,5,8,NA,4,1,5,3,1,1,1,4,4,1,2,3,6,3,6,6,5
23072,2935,Zuid-Holland,6,1,4,2,2,1,1,4,3,2,6,5,7,NA,4,1,5,3,1,1,1,4,4,1,1,3,6,2,6,6,5
17742,2935,Zuid-Holland,6,2,3,2,3,2,1,3,3,3,4,4,5,NA,3,4,3,4,1,2,4,3,2,3,2,2,3,3,4,6,4
11570,2935,Zuid-Holland,6,4,1,3,4,2,2,1,3,4,5,3,6,NA,4,3,4,4,1,3,1,4,3,2,3,3,5,3,5,4,4
16891,2941,Zuid-Holland,6,2,2,2,3,2,1,3,3,3,2,2,4,7,3,4,4,4,2,2,4,3,2,1,2,3,4,3,4,4,4
22292,2941,Zuid-Holland,6,6,3,3,3,2,2,3,3,2,4,4,6,9,9,3,4,4,1,2,2,3,3,1,3,4,5,3,4,4,5
23948,2941,Zuid-Holland,6,5,1,1,1,1,5,1,4,4,1,1,1,NA,3,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1
24999,2941,Zuid-Holland,6,6,2,4,2,1,1,2,4,2,5,4,7,NA,6,2,5,4,1,2,2,3,4,1,3,4,5,2,5,6,5
16220,2951,Zuid-Holland,4,4,1,1,3,3,2,1,2,5,1,2,3,6,1,5,3,3,4,3,2,3,2,2,2,2,2,2,3,2,1
18529,2951,Zuid-Holland,4,6,2,3,3,1,1,2,4,3,6,4,8,NA,6,3,4,4,1,1,3,3,4,1,3,3,5,3,4,6,5
22684,2951,Zuid-Holland,4,NA,4,3,1,1,1,3,4,1,3,4,10,NA,9,4,3,5,2,2,3,3,2,2,2,4,3,2,6,6,5
11518,2951,Zuid-Holland,4,1,5,1,1,1,1,5,1,1,4,4,10,NA,9,2,4,4,1,2,1,3,4,2,1,4,6,2,6,5,5
10754,2951,Zuid-Holland,4,2,1,4,3,2,1,1,5,2,5,4,7,9,4,3,4,3,1,3,2,4,2,2,2,2,4,3,4,6,4
17602,2951,Zuid-Holland,4,3,1,1,3,3,3,1,1,5,1,1,4,6,2,5,4,3,1,4,3,3,3,1,2,3,3,2,2,3,1
14571,2951,Zuid-Holland,4,2,2,4,2,2,1,2,4,2,5,4,6,NA,4,2,5,4,1,1,2,4,3,1,3,3,5,3,5,6,5
13639,2952,Zuid-Holland,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13636,2952,Zuid-Holland,4,NA,5,1,1,1,1,5,1,1,6,4,13,NA,6,3,4,4,3,1,1,1,4,1,3,3,6,2,6,6,5
21132,2953,Zuid-Holland,4,4,1,1,3,3,2,2,2,5,1,1,3,5,2,5,3,2,4,4,2,3,2,1,2,1,3,5,3,3,1
21172,2953,Zuid-Holland,4,4,1,1,3,4,2,1,2,5,1,1,3,6,2,4,4,2,1,4,2,4,2,1,2,2,4,3,2,2,1
11057,2953,Zuid-Holland,4,2,2,4,3,1,1,3,4,3,5,4,6,6,9,2,5,4,1,1,2,4,4,1,2,4,5,1,5,5,5
21447,2953,Zuid-Holland,4,3,1,2,5,2,1,1,2,5,5,4,5,NA,8,2,4,4,1,2,1,3,3,2,4,3,5,4,6,5,5
19360,2953,Zuid-Holland,4,3,1,2,5,2,1,2,3,4,6,4,5,NA,6,3,5,4,1,2,2,4,4,2,3,3,6,4,5,5,5
16773,2953,Zuid-Holland,4,3,1,3,3,2,2,2,3,4,1,3,9,9,9,4,2,4,1,3,4,1,2,1,2,4,3,1,3,1,5
24653,2953,Zuid-Holland,4,1,5,2,2,1,1,5,2,1,6,4,10,NA,6,2,5,4,1,2,1,3,4,2,3,3,6,3,5,6,5
15803,2953,Zuid-Holland,4,6,4,3,2,1,1,4,2,2,6,4,9,NA,8,2,4,5,2,1,1,3,4,1,4,3,5,3,6,6,5
17513,2954,Zuid-Holland,4,2,1,4,3,2,1,2,4,2,4,4,7,7,4,3,5,4,2,3,2,4,3,1,2,3,5,2,4,5,4
10235,2954,Zuid-Holland,4,2,2,4,2,2,1,2,5,1,6,5,7,NA,6,1,5,4,1,1,1,3,4,1,2,4,6,4,6,6,5
14833,2954,Zuid-Holland,4,6,3,3,2,1,1,3,4,2,6,5,10,NA,4,2,5,4,1,2,1,4,3,2,3,3,5,2,5,6,5
10068,2957,Zuid-Holland,6,6,2,3,3,2,2,2,4,3,5,4,10,NA,6,3,5,4,1,1,3,3,4,2,2,3,6,2,4,6,5
17871,2957,Zuid-Holland,6,3,1,2,3,2,3,1,2,5,3,2,5,9,3,4,4,4,1,2,4,3,3,1,1,4,5,2,3,3,5
18689,2957,Zuid-Holland,6,3,1,3,4,1,1,2,4,3,6,4,6,8,6,3,5,3,1,3,2,4,4,2,3,2,6,4,5,6,5
14149,2957,Zuid-Holland,6,6,2,4,2,1,1,2,5,2,6,5,9,NA,6,2,5,4,1,2,1,4,4,1,3,3,6,2,6,6,5
16643,2957,Zuid-Holland,6,2,3,3,2,1,1,2,4,3,5,4,9,NA,6,3,5,4,2,2,2,4,4,1,1,4,6,2,6,6,5
17341,2957,Zuid-Holland,6,2,4,3,2,1,1,3,4,1,6,5,9,NA,4,1,5,1,1,1,1,4,4,1,1,1,6,3,6,6,5
24775,2959,Zuid-Holland,7,6,4,3,1,1,1,3,4,1,4,5,10,NA,9,1,4,5,1,1,1,2,4,1,1,4,5,1,6,4,5
10985,2961,Zuid-Holland,7,2,3,4,2,1,1,3,4,1,6,4,8,NA,4,3,5,3,2,3,2,4,3,3,1,3,5,4,6,6,5
10377,2964,Zuid-Holland,7,3,1,2,4,2,2,1,2,4,3,1,7,8,3,5,4,3,2,2,4,3,3,1,2,3,3,3,4,3,4
12367,2964,Zuid-Holland,7,3,2,2,3,2,2,2,3,4,5,2,6,9,6,3,5,3,2,2,3,4,4,1,2,3,5,4,3,5,4
19324,2964,Zuid-Holland,7,2,3,4,2,1,1,3,4,2,5,4,9,NA,9,1,4,4,1,1,1,4,3,1,2,4,5,3,5,6,5
18860,2967,Zuid-Holland,7,1,4,2,2,1,1,5,2,2,6,5,10,NA,4,3,5,4,2,2,2,4,4,1,3,3,5,3,5,6,5
23419,2968,Zuid-Holland,7,2,2,4,2,2,1,2,4,3,6,4,10,NA,6,2,4,4,1,1,2,3,4,2,3,3,5,3,6,5,5
21907,2969,Zuid-Holland,7,6,3,3,3,1,1,2,3,3,5,4,10,NA,9,3,4,4,2,2,3,3,3,2,2,4,5,2,6,4,5
17791,2971,Zuid-Holland,7,6,1,3,4,1,1,1,3,4,5,4,6,NA,4,2,5,4,1,1,2,4,4,1,1,4,6,2,6,6,5
18030,2971,Zuid-Holland,7,6,2,4,3,1,1,2,4,2,6,4,7,NA,4,2,5,3,2,1,1,4,3,1,2,3,6,1,6,6,5
10017,2971,Zuid-Holland,7,2,1,5,2,2,1,2,5,2,6,5,7,NA,6,1,5,3,1,1,1,4,4,1,1,3,6,2,6,6,5
22433,2977,Zuid-Holland,7,6,2,4,2,1,1,2,5,2,5,4,12,NA,9,2,4,4,1,2,2,3,4,1,1,4,5,2,4,5,5
13248,2981,Zuid-Holland,4,3,3,4,1,1,1,3,4,1,3,5,7,NA,3,4,4,3,1,3,4,3,2,2,1,3,3,2,6,4,5
16879,2981,Zuid-Holland,4,6,4,2,2,2,1,4,3,1,4,4,10,NA,9,2,4,5,1,1,2,2,4,1,1,4,5,2,4,5,5
20326,2982,Zuid-Holland,4,3,1,3,3,3,2,2,4,3,3,2,3,NA,2,4,3,4,2,3,2,3,2,2,3,2,3,4,5,4,2
11769,2982,Zuid-Holland,4,4,1,1,4,2,2,1,2,5,1,1,6,9,6,2,5,4,1,1,2,4,4,1,1,4,6,3,3,1,3
24415,2982,Zuid-Holland,4,4,1,1,3,3,2,1,2,5,4,1,6,9,6,3,4,4,1,2,3,3,4,1,2,4,4,4,2,2,5
13617,2982,Zuid-Holland,4,NA,1,4,3,1,1,1,5,2,2,2,8,NA,3,5,2,4,1,2,4,2,2,1,2,4,3,1,6,5,5
18440,2982,Zuid-Holland,4,4,1,1,1,2,5,1,1,5,1,1,4,NA,3,5,2,2,1,1,4,2,2,1,2,2,2,1,1,1,2
18099,2982,Zuid-Holland,4,3,1,3,3,2,1,2,4,2,4,4,5,4,2,5,4,3,3,3,3,3,3,2,1,2,3,4,5,6,4
18410,2982,Zuid-Holland,4,4,1,1,2,3,4,1,2,5,1,1,3,7,2,5,3,3,1,4,3,2,3,1,2,2,2,2,3,2,1
13555,2982,Zuid-Holland,4,4,1,1,2,4,2,1,4,3,3,1,NA,6,4,3,4,4,3,2,1,4,2,3,2,3,4,5,4,6,5
24294,2983,Zuid-Holland,4,3,1,3,4,2,2,1,5,3,4,5,3,NA,4,4,4,3,2,3,3,3,3,1,3,2,4,4,6,5,2
24950,2983,Zuid-Holland,4,3,1,3,3,3,2,1,3,4,2,3,7,NA,3,5,2,4,2,3,4,2,2,2,2,4,3,1,3,3,5
11035,2983,Zuid-Holland,4,2,1,4,3,1,1,2,5,2,5,5,5,NA,4,4,4,4,2,3,3,4,1,3,3,2,4,4,5,6,5
18657,2983,Zuid-Holland,4,2,2,5,2,1,1,2,5,2,5,5,6,NA,9,2,4,4,1,1,2,3,3,1,3,4,4,3,6,5,5
10028,2983,Zuid-Holland,4,2,2,4,2,1,1,2,4,2,5,4,7,NA,6,2,5,4,2,1,2,3,4,2,2,4,5,3,5,5,5
23885,2983,Zuid-Holland,4,1,3,4,1,1,1,2,5,1,2,4,11,NA,9,3,3,5,1,1,3,2,2,1,1,4,3,1,6,2,5
13632,2983,Zuid-Holland,4,6,3,4,2,1,1,3,4,1,6,4,8,NA,4,2,5,4,1,1,2,4,3,2,3,3,5,3,5,6,5
10230,2983,Zuid-Holland,4,3,2,3,3,1,2,2,3,3,5,2,9,8,6,3,5,4,1,3,1,3,4,1,2,3,5,3,5,5,5
13475,2983,Zuid-Holland,4,2,1,4,3,1,1,2,5,2,4,5,4,NA,2,4,3,4,1,4,1,3,2,2,3,2,3,4,6,6,3
22235,2983,Zuid-Holland,4,2,4,2,2,2,1,3,4,2,5,4,10,NA,6,2,4,5,1,2,1,2,4,1,3,4,5,3,3,6,5
14253,2984,Zuid-Holland,4,6,4,2,2,1,1,4,2,2,2,5,9,NA,9,3,2,5,1,2,3,1,2,1,2,4,3,1,5,3,5
10223,2984,Zuid-Holland,4,2,3,3,2,1,1,3,4,2,6,5,8,NA,8,3,4,5,1,2,2,2,4,2,4,3,5,3,5,6,5
19353,2984,Zuid-Holland,4,2,2,5,2,1,1,2,4,2,1,5,9,NA,9,4,1,5,1,2,4,1,1,2,2,4,3,1,6,2,5
15730,2984,Zuid-Holland,4,1,4,2,2,1,1,5,2,2,5,5,8,NA,9,2,4,5,1,2,1,3,4,2,3,4,5,3,6,6,5
12421,2985,Zuid-Holland,4,2,2,5,2,1,1,2,5,1,6,4,6,NA,4,2,5,4,1,1,2,4,3,1,2,4,5,4,6,5,5
25175,2985,Zuid-Holland,4,3,1,3,4,1,2,1,4,3,3,3,6,10,6,3,5,4,3,1,3,3,4,2,3,3,6,3,3,5,3
12074,2985,Zuid-Holland,4,3,1,2,3,2,2,1,2,5,2,2,6,10,9,4,2,4,1,2,4,2,2,2,1,4,3,2,3,2,5
14689,2985,Zuid-Holland,4,2,2,4,2,1,1,3,5,1,3,4,5,NA,3,5,2,4,3,2,4,2,2,2,2,3,2,2,6,5,4
19754,2985,Zuid-Holland,4,3,1,3,4,1,1,1,4,3,3,4,4,NA,2,5,3,3,1,4,3,3,2,2,2,2,3,4,5,6,3
17863,2985,Zuid-Holland,4,2,2,4,3,2,1,3,4,2,3,5,4,NA,2,4,4,4,1,4,1,4,1,3,1,3,3,4,5,6,3
24338,2985,Zuid-Holland,4,3,1,1,4,2,2,1,3,4,3,1,6,11,9,4,4,4,2,1,3,3,3,1,1,4,5,3,3,4,4
24830,2986,Zuid-Holland,4,6,4,3,2,1,1,4,3,2,4,4,8,11,9,3,4,4,1,2,3,4,2,2,2,4,4,3,4,5,5
16093,2986,Zuid-Holland,4,6,2,4,3,1,1,2,5,2,5,4,7,10,4,2,4,4,1,2,2,4,3,1,3,4,5,3,6,5,5
12975,2986,Zuid-Holland,4,2,3,4,2,1,1,3,4,2,5,5,8,NA,9,2,4,5,1,2,1,3,3,1,3,4,4,3,6,6,5
11832,2986,Zuid-Holland,4,2,2,5,2,1,1,2,5,2,6,5,7,NA,6,2,5,4,1,2,1,2,4,2,2,3,5,3,6,6,5
18609,2986,Zuid-Holland,4,4,1,1,3,3,2,1,2,5,2,1,3,9,3,5,3,3,1,3,4,2,3,2,2,3,3,3,2,1,2
15928,2986,Zuid-Holland,4,4,1,1,3,2,3,1,2,5,2,2,7,10,9,4,3,4,1,3,3,2,2,1,2,4,3,3,3,1,3
24242,2986,Zuid-Holland,4,6,4,3,2,1,1,4,3,1,5,5,8,NA,4,3,4,4,1,2,2,3,3,1,3,3,5,2,6,6,5
11711,2986,Zuid-Holland,4,6,3,4,2,1,1,2,4,2,5,5,7,NA,9,2,4,4,1,2,2,3,4,1,3,4,5,2,5,6,5
23363,2986,Zuid-Holland,4,2,3,3,2,2,1,3,4,2,5,5,7,NA,4,2,4,5,2,2,1,4,3,1,4,4,4,4,6,6,5
