policy_number,claim_number,claim_date,notification_date,finish_date,description,country_code,country,amount_cas,amount_wa,cost_ca,cost_wa,amount_reclaimed,total
25534,12446,07-06-2016,07-06-2016,17-10-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1026.02,NA,NA,NA,-949.06,76.96
13853,12447,18-12-2018,21-12-2018,21-01-2019,REED ACHTERUIT TEGEN STILSTAAND (ON)VERLICHT MTR,NL,Nederland,1593.9,NA,78.53,NA,NA,1672.43
25535,12448,15-03-2014,17-03-2014,01-04-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,795.24,NA,5,NA,NA,800.24
13857,12449,01-06-2017,20-06-2017,10-07-2018,REED ACHTERUIT IN BOCHT,NL,Nederland,NA,1251.75,NA,NA,-1251.75,0
13857,12450,12-02-2015,20-02-2015,25-02-2015,RUITREPARATIE DOOR CARGLASS,NL,Nederland,107.58,NA,1,NA,NA,108.58
13857,12451,26-09-2014,02-10-2014,08-10-2014,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,1,NA,NA,84.99
25536,12452,26-08-2016,26-08-2016,NA,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,2027.97,40578.78999999999,NA,60.379999999999995,NA,42667.14
13859,12453,10-04-2016,11-04-2016,11-08-2016,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,558.2900000000001,874.6,NA,40.39,NA,1473.28
13860,12454,23-02-2018,12-03-2018,13-03-2018,RUITBREUK,NL,Nederland,467.5,NA,NA,NA,NA,467.5
13860,12455,03-08-2014,04-08-2014,27-08-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1666.1399999999999,NA,69.6,NA,-1767.02,-31.28
13861,12456,23-12-2016,23-12-2016,26-04-2017,ARTIKEL 185 WVW,NL,Nederland,1231.1499999999999,NA,NA,NA,NA,1231.15
13863,12457,14-10-2014,10-11-2014,11-11-2014,"SCHULDSCHADE, NIET VERHAALBAAR",D,Duitsland,NA,NA,NA,NA,NA,0
13863,12458,07-09-2014,09-09-2014,20-02-2018,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,D,Duitsland,3570.51,1674.27,39.5,250.70999999999998,-2641.2799999999997,2893.71
13863,12459,07-09-2014,16-09-2014,27-01-2015,"NIET SCHULDSCHADE, VERHAALBAAR",D,Duitsland,780,NA,86.55,NA,-866.55,0
13865,12460,20-07-2019,22-07-2019,12-08-2019,HAGEL,NL,Nederland,1746.03,NA,NA,NA,NA,1746.03
13865,12461,15-01-2017,17-01-2017,16-06-2017,STOND GEPARKEERD,NL,Nederland,496.6,NA,NA,NA,-496.6,0
13865,12462,26-01-2014,27-01-2014,27-02-2014,STOND GEPARKEERD,NL,Nederland,1008.05,NA,39.5,NA,-1008.05,39.5
13866,12463,22-07-2019,22-07-2019,12-08-2019,HAGEL,NL,Nederland,1401.1299999999999,NA,NA,NA,NA,1401.13
13866,12464,06-01-2015,07-01-2015,27-02-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,937.63,NA,40.290000000000006,NA,-879.51,98.41
25537,12465,19-06-2016,20-06-2016,30-06-2016,REED ACHTERUIT OP EEN TERREIN,NL,Nederland,1865.92,2348.68,NA,11.729999999999999,NA,4226.33
25537,12466,31-08-2015,01-09-2015,24-11-2015,STORM,NL,Nederland,1794.96,NA,77.44000000000001,NA,NA,1872.4
25537,12467,07-01-2015,09-01-2015,30-01-2015,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,1361.55,593.1800000000001,40.290000000000006,NA,NA,1995.02
25537,12468,06-08-2014,13-08-2014,20-08-2014,RUITVERVANGING DOOR CARGLASS,NL,Nederland,571.6,NA,1,NA,NA,572.6
13867,12469,20-11-2017,21-11-2017,NA,VERLEENDE GEEN VOORRANG,NL,Nederland,NA,11869.77,NA,35.120000000000005,NA,11904.89
13867,12470,28-03-2014,31-03-2014,15-05-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,769.56,NA,69.6,NA,-870.4399999999999,-31.28
13869,12471,18-02-2019,17-07-2019,18-07-2019,Ruitvervanging door AAS,NL,Nederland,409.21,NA,NA,NA,NA,409.21
13869,12472,06-02-2019,21-02-2019,16-04-2019,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,494.13,NA,NA,NA,NA,494.13
13869,12473,14-11-2015,09-12-2015,05-01-2016,"NIET SCHULDSCHADE, VERHAALBAAR",D,Duitsland,612.1800000000001,NA,NA,NA,-505.92999999999995,106.25
13870,12474,26-01-2019,09-05-2019,25-06-2019,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,385.37,NA,NA,NA,385.37
13870,12475,15-02-2016,15-02-2016,03-08-2016,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,4165,4419.88,77.44000000000001,NA,-1988.75,6673.57
13870,12476,03-11-2015,04-11-2015,05-01-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1793.9,NA,77.44000000000001,NA,-1659.35,211.99
13871,12477,31-05-2018,31-05-2018,24-08-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
13871,12478,31-05-2018,01-08-2018,01-08-2018,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,217.81,NA,NA,NA,NA,217.81
25538,12479,29-04-2014,19-05-2014,20-05-2014,STOND GEPARKEERD,NL,Nederland,NA,NA,NA,NA,NA,0
13873,12480,25-04-2014,25-04-2014,18-07-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1340.1299999999999,NA,79.6,NA,-1451.01,-31.28
13874,12481,13-07-2017,14-07-2017,09-10-2017,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,10882.56,1822.28,77.44000000000001,NA,NA,12782.28
13874,12482,01-09-2016,09-09-2016,19-09-2016,Ruitvervanging door Glasgarage,NL,Nederland,556.8599999999999,NA,NA,NA,NA,556.86
13875,12483,18-03-2019,18-03-2019,23-04-2019,VERLEENDE GEEN VOORRANG,NL,Nederland,6142.34,4170,NA,NA,NA,10312.34
13875,12484,25-10-2016,25-10-2016,17-11-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,881.24,NA,NA,NA,-815.15,66.09
13875,12485,27-05-2014,27-05-2014,20-06-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1385.72,NA,5,NA,NA,1390.72
25539,12486,23-10-2017,01-11-2017,12-01-2018,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,NA,396.71,NA,NA,NA,396.71
13877,12487,04-06-2016,07-06-2016,28-07-2016,HAGEL,NL,Nederland,2355,NA,77.44000000000001,NA,NA,2432.44
13877,12488,23-06-2014,26-06-2014,09-09-2014,STOND GEPARKEERD,NL,Nederland,625.1800000000001,NA,39.5,NA,NA,664.68
13877,12489,23-01-2014,23-01-2014,28-06-2014,STAPTE IN/UIT HET VOERTUIG,NL,Nederland,2565.06,NA,39.5,NA,-1787.85,816.71
25540,12490,06-06-2015,08-06-2015,14-07-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,390.88,NA,70.99000000000001,NA,-361.56,100.31
25541,12491,29-04-2014,19-05-2014,28-05-2014,Ruitreparatie door Glasgarage,NL,Nederland,54.449999999999996,NA,1,NA,NA,55.45
25542,12492,01-06-2015,09-06-2015,17-06-2015,RUITVERVANGING DOOR CARGLASS,NL,Nederland,502.55,NA,1,NA,NA,503.55
25542,12493,20-04-2015,21-04-2015,21-01-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1717.3799999999999,NA,40.290000000000006,NA,-1588.57,169.1
25543,12494,09-05-2014,19-05-2014,27-10-2014,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,NA,1007.74,NA,69.6,NA,1077.34
13878,12495,29-03-2014,31-03-2014,06-06-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1284.8,100,39.5,0.56,NA,1424.86
25544,12496,17-03-2017,17-03-2017,20-04-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,779.24,NA,77.44000000000001,NA,-720.7900000000001,135.89
25545,12497,12-02-2018,14-02-2018,23-04-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,49.82,NA,NA,NA,NA,49.82
25546,12498,24-10-2016,24-10-2016,28-10-2016,"(IN)BRAAK, DIEFSTAL, ACCESS, ETC.",NL,Nederland,1757.55,NA,NA,NA,NA,1757.55
25547,12499,30-01-2015,17-02-2015,12-03-2015,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,1937.48,NA,NA,NA,1937.48
13882,12500,23-01-2019,25-01-2019,27-05-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,747.1800000000001,NA,NA,NA,-747.1800000000001,0
13882,12501,30-09-2016,30-09-2016,NA,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,6079.56,24761.6,77.44000000000001,2.75,NA,30921.35
13882,12502,18-03-2015,18-03-2015,26-03-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,70.99000000000001,NA,NA,70.99
25548,12503,21-09-2014,22-09-2014,29-10-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1293.8,NA,69.6,NA,NA,1363.4
13885,12504,14-06-2018,20-12-2018,NA,"SCHULDSCHADE, NIET VERHAALBAAR",I,Italie,NA,NA,NA,NA,NA,0
13887,12505,08-09-2015,14-09-2015,23-09-2015,RUITVERVANGING DOOR CARGLASS,NL,Nederland,385.59,NA,1,NA,NA,386.59
13887,12506,16-06-2014,03-07-2014,10-07-2014,RUITVERVANGING DOOR CARGLASS,NL,Nederland,375.41999999999996,NA,1,NA,NA,376.42
13888,12507,21-02-2018,22-02-2018,13-03-2018,REED ACHTERUIT TEGEN STILSTAAND (ON)VERLICHT MTR,NL,Nederland,583.4,567.3,NA,0.62,NA,1151.32
13888,12508,02-11-2016,04-11-2016,05-12-2016,REED ACHTERUIT TEGEN STILSTAAND (ON)VERLICHT MTR,NL,Nederland,686.98,543.47,NA,NA,NA,1230.45
25549,12509,11-06-2019,11-06-2019,22-08-2019,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,156.44,NA,116.56,NA,NA,273
25549,12510,22-05-2017,01-06-2017,04-07-2017,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,44.53,NA,77.44000000000001,NA,NA,121.97
13889,12511,12-12-2018,12-12-2018,04-02-2019,"(IN)BRAAK, DIEFSTAL, ACCESS, ETC.",NL,Nederland,756.1,NA,NA,NA,NA,756.1
13889,12512,04-11-2017,06-11-2017,29-11-2017,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1795,NA,77.44000000000001,NA,NA,1872.44
13889,12513,10-06-2015,18-06-2015,13-08-2015,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,279.33,1041.5,40.290000000000006,34.18,NA,1395.3
13890,12514,11-04-2019,02-05-2019,24-07-2019,"BRAND, KORTSLUITING, ONTPLOFFING, ETC.",NL,Nederland,725.37,856.6,NA,78.53,NA,1660.5
13890,12515,22-09-2016,23-09-2016,17-10-2016,REED ACHTERUIT TEGEN VAST OBJECT,NL,Nederland,750.1,NA,NA,NA,NA,750.1
13890,12516,02-07-2015,07-07-2015,21-09-2015,HAGEL,NL,Nederland,1735.2,NA,70.99000000000001,NA,NA,1806.19
13891,12517,08-05-2015,18-05-2015,24-07-2015,REED ACHTERUIT OP EEN TERREIN,NL,Nederland,NA,1521.75,NA,40.91,NA,1562.66
25550,12518,21-07-2015,03-08-2015,04-08-2015,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
25550,12519,08-01-2014,16-01-2014,22-01-2014,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,1,NA,NA,84.99
13892,12520,02-12-2016,03-01-2017,13-01-2017,UITRIJDEN VAN IN- OF UITRIT,NL,Nederland,NA,764.2900000000001,NA,NA,NA,764.29
13893,12521,19-06-2019,09-07-2019,NA,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,425.4,NA,78.53,NA,NA,503.93
13893,12522,04-06-2019,05-06-2019,NA,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,111.2,NA,NA,111.2
13893,12523,27-11-2014,20-04-2015,01-03-2017,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,NA,6712.660000000001,NA,45.57,NA,6758.23
13893,12524,22-04-2014,12-05-2014,13-05-2014,RUITVERVANGING DOOR CARGLASS,NL,Nederland,117.5,NA,NA,NA,NA,117.5
25551,12525,22-03-2015,29-04-2015,26-06-2015,VERLEENDE GEEN VOORRANG,NL,Nederland,NA,1911.1,NA,NA,NA,1911.1
13894,12526,04-09-2019,23-09-2019,23-09-2019,Ruitvervanging door AAS,NL,Nederland,405.84000000000003,NA,NA,NA,NA,405.84
13894,12527,05-05-2018,16-05-2018,22-05-2018,RUITVERVANGING DOOR CARGLASS,NL,Nederland,384.21999999999997,NA,NA,NA,NA,384.22
13894,12528,14-03-2015,10-04-2015,15-04-2015,RUITVERVANGING DOOR CARGLASS,NL,Nederland,479.63,NA,1,NA,NA,480.63
13895,12529,22-02-2016,23-02-2016,16-03-2016,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,2678.2599999999998,NA,NA,NA,NA,2678.26
13895,12530,01-05-2015,06-05-2015,13-05-2015,Ruitreparatie door Glasgarage,NL,Nederland,54.449999999999996,NA,1,NA,NA,55.45
25552,12531,24-11-2016,24-11-2016,20-12-2016,REED VOORUIT TEGEN VAST OBJECT,NL,Nederland,1337.96,NA,NA,NA,NA,1337.96
25552,12532,11-01-2016,15-01-2016,18-01-2016,RUITVERVANGING DOOR CARGLASS,NL,Nederland,494.47999999999996,NA,NA,NA,NA,494.48
25553,12533,18-05-2016,19-05-2016,06-07-2016,"(IN)BRAAK, DIEFSTAL, ACCESS, ETC.",NL,Nederland,614.99,NA,77.44000000000001,NA,NA,692.43
25554,12534,16-03-2016,01-04-2016,22-04-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
25555,12535,04-03-2014,04-03-2014,20-08-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1355.1899999999998,NA,39.5,NA,-1271.1899999999998,123.5
25556,12536,15-06-2015,17-06-2015,24-06-2015,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,135.53,NA,1,NA,NA,136.53
25557,12537,24-02-2015,27-02-2015,05-04-2016,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,E,Spanje,NA,537.87,NA,200,NA,737.87
25558,12538,27-02-2014,11-03-2014,19-03-2014,RUITREPARATIE DOOR CARGLASS,NL,Nederland,107.58,NA,1,NA,NA,108.58
13900,12539,20-12-2017,20-12-2017,21-12-2017,"(IN)BRAAK, DIEFSTAL, ACCESS, ETC.",NL,Nederland,72.96000000000001,NA,NA,NA,NA,72.96
13900,12540,26-08-2017,29-08-2017,17-10-2017,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,460.5,NA,NA,NA,-460.5,0
13900,12541,20-06-2014,23-06-2014,22-09-2014,"(IN)BRAAK, DIEFSTAL, ACCESS, ETC.",NL,Nederland,NA,NA,NA,NA,NA,0
25559,12542,22-06-2014,25-06-2014,14-07-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,617.4,NA,5,NA,NA,622.4
13902,12543,11-03-2017,20-03-2017,27-03-2017,RUITVERVANGING DOOR CARGLASS,NL,Nederland,900.24,NA,NA,NA,NA,900.24
13902,12544,28-04-2016,13-05-2016,17-05-2016,RUITVERVANGING DOOR CARGLASS,NL,Nederland,726.75,NA,NA,NA,NA,726.75
13902,12545,16-11-2014,21-11-2014,26-11-2014,RUITVERVANGING DOOR CARGLASS,NL,Nederland,713.75,NA,1,NA,NA,714.75
25560,12546,17-11-2015,19-11-2015,26-11-2015,STORM,NL,Nederland,NA,NA,NA,NA,NA,0
25561,12547,23-12-2014,13-01-2015,19-01-2015,GLASSREPAIR,NL,Nederland,133.1,NA,NA,NA,NA,133.1
13903,12548,19-05-2019,20-05-2019,NA,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1652.7,NA,NA,NA,NA,1652.7
13904,12549,04-02-2017,27-02-2017,07-03-2017,RUITREPARATIE DOOR CARGLASS,NL,Nederland,88.04,NA,NA,NA,NA,88.04
13904,12550,28-10-2015,16-11-2015,23-11-2015,RUITREPARATIE DOOR CARGLASS,NL,Nederland,107.58,NA,NA,NA,NA,107.58
13905,12551,10-08-2015,10-08-2015,01-10-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1081.3899999999999,NA,70.99000000000001,NA,-1184,-31.62
13906,12552,18-04-2016,21-04-2016,17-06-2016,UIT PARKEERSTAND WEGGEREDEN,NL,Nederland,651.5,277.46999999999997,77.44000000000001,32.09,NA,1038.5
13906,12553,18-04-2016,05-07-2016,19-08-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
13907,12554,26-06-2017,06-07-2017,06-07-2017,GLASSREPAIR,NL,Nederland,59.290000000000006,NA,NA,NA,NA,59.29
13907,12555,17-10-2016,20-10-2016,24-10-2016,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,413.81,NA,NA,NA,NA,413.81
13907,12556,25-07-2016,08-08-2016,18-05-2018,"NIET SCHULDSCHADE, VERHAALBAAR",F,Frankrijk,1188.32,NA,NA,200,NA,1388.32
25562,12557,20-12-2015,30-12-2015,13-02-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,765.8199999999999,NA,NA,NA,-708.38,57.44
25562,12558,06-01-2015,06-01-2015,24-04-2015,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,1673.82,475.53,5,4.22,-392.52,1766.05
25562,12559,06-01-2015,14-04-2015,04-08-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
13910,12560,28-11-2017,04-12-2017,26-02-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1385.87,NA,NA,NA,-1281.93,103.94
13910,12561,09-06-2015,09-06-2015,23-11-2016,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,1501.98,2508,40.290000000000006,105.26,-1126.49,3029.04
25563,12562,28-05-2015,15-06-2015,30-07-2015,ARTIKEL 185 WVW,NL,Nederland,NA,NA,NA,NA,NA,0
13911,12563,22-04-2018,23-04-2018,06-06-2018,STOND GEPARKEERD,NL,Nederland,534.74,NA,NA,NA,NA,534.74
25564,12564,01-07-2016,08-07-2016,10-10-2016,REED ACHTERUIT OP EEN TERREIN,NL,Nederland,NA,NA,NA,NA,NA,0
13915,12565,09-08-2014,13-08-2014,04-09-2014,STAPTE IN/UIT HET VOERTUIG,NL,Nederland,NA,625.06,NA,NA,NA,625.06
25565,12566,26-01-2017,08-02-2017,09-05-2017,STOND GEPARKEERD,NL,Nederland,970.4599999999999,NA,NA,NA,-855.4599999999999,115
25565,12567,08-04-2016,04-11-2016,10-11-2016,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,808.24,NA,NA,NA,NA,808.24
13917,12568,16-02-2015,18-02-2015,25-02-2015,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,337.58,NA,1,NA,NA,338.58
25566,12569,19-06-2014,26-06-2014,02-07-2014,RUITVERVANGING DOOR CARGLASS,NL,Nederland,343.9,NA,1,NA,NA,344.9
25567,12570,10-12-2018,10-12-2018,12-02-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,585.3,NA,NA,NA,-618.2700000000001,-32.97
13919,12571,10-06-2016,10-06-2016,12-07-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,630.75,NA,NA,NA,-583.43,47.32
13919,12572,20-07-2014,21-07-2014,07-08-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1311.02,NA,39.5,NA,NA,1350.52
13920,12573,19-05-2016,19-05-2016,20-06-2016,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,1549.32,NA,NA,NA,NA,1549.32
13923,12574,12-09-2018,20-09-2018,16-10-2018,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
13923,12575,12-09-2018,25-09-2018,26-10-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1206.1499999999999,NA,78.53,NA,-1317.6499999999999,-32.97
13923,12576,12-01-2017,17-01-2017,03-02-2017,RUITBREUK,NL,Nederland,574.9399999999999,NA,NA,NA,NA,574.94
13923,12577,25-10-2016,28-10-2016,06-12-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,811.9399999999999,NA,NA,NA,-844.03,-32.09
13923,12578,30-07-2015,20-08-2015,28-08-2015,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
13923,12579,12-12-2014,19-12-2014,14-04-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,3697.25,NA,20,NA,-3730.19,-12.94
13923,12580,16-07-2014,18-07-2014,13-08-2014,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,NA,1596.1,NA,NA,NA,1596.1
25568,12581,21-12-2015,23-12-2015,22-03-2016,VERLEENDE GEEN VOORRANG,NL,Nederland,NA,5107.44,NA,186.98000000000002,NA,5294.42
25568,12582,29-10-2015,17-11-2015,04-02-2016,VERANDERDE VAN RIJSTROOK,NL,Nederland,NA,499.72999999999996,NA,81.46000000000001,NA,581.19
13924,12583,24-07-2019,08-08-2019,NA,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,521.4599999999999,NA,NA,NA,NA,521.46
13924,12584,26-06-2016,08-07-2016,11-07-2016,RUITVERVANGING DOOR CARGLASS,NL,Nederland,607.41,NA,NA,NA,NA,607.41
13925,12585,03-10-2017,04-10-2017,04-09-2018,ARTIKEL 185 WVW,NL,Nederland,NA,1749,NA,NA,-1112.5,636.5
13925,12586,08-01-2015,12-01-2015,26-01-2015,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1069.25,NA,5,NA,NA,1074.25
13926,12587,19-01-2018,19-01-2018,09-03-2018,REED VOORUIT TEGEN VAST OBJECT,NL,Nederland,2264.77,NA,NA,NA,NA,2264.77
25569,12588,23-06-2015,24-07-2015,25-08-2015,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,NA,840.9499999999999,NA,NA,NA,840.95
13928,12589,18-04-2016,10-05-2016,17-05-2016,RUITVERVANGING DOOR CARGLASS,NL,Nederland,368.66,NA,NA,NA,NA,368.66
13933,12590,05-06-2015,09-06-2015,15-06-2015,GLASSREPAIR,NL,Nederland,133.1,NA,NA,NA,NA,133.1
13934,12591,19-05-2016,19-05-2016,20-06-2016,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1456.48,NA,NA,NA,NA,1456.48
13934,12592,13-01-2016,13-01-2016,13-06-2016,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,1603.8799999999999,549.7700000000001,NA,82.24000000000001,NA,2235.89
13934,12593,31-03-2015,31-03-2015,14-04-2015,STORM,NL,Nederland,755,NA,70.99000000000001,NA,NA,825.99
13934,12594,12-01-2014,01-05-2014,05-05-2014,GLASSREPAIR,NL,Nederland,59.290000000000006,NA,NA,NA,NA,59.29
25570,12595,13-05-2016,13-05-2016,14-07-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
25570,12596,30-08-2014,31-07-2015,03-08-2015,RUITVERVANGING DOOR CARGLASS,NL,Nederland,416.44,NA,NA,NA,NA,416.44
25570,12597,29-08-2014,01-09-2014,11-09-2014,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,1,NA,NA,84.99
25571,12598,26-05-2015,09-06-2015,12-06-2015,GLASSREPAIR,NL,Nederland,96.8,NA,NA,NA,NA,96.8
13936,12599,13-09-2016,13-09-2016,28-07-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,799.8499999999999,NA,77.44000000000001,NA,-1175.34,-298.05
13938,12600,27-11-2015,30-11-2015,05-04-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1755.81,NA,NA,NA,-1624.12,131.69
13938,12601,28-05-2014,02-06-2014,10-06-2014,RUITBREUK,NL,Nederland,549.8499999999999,NA,NA,NA,NA,549.85
13939,12602,14-11-2016,15-11-2016,30-01-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1053.91,NA,77.44000000000001,NA,-1163.86,-32.51
25572,12603,14-01-2014,30-01-2014,05-02-2014,RUITVERVANGING DOOR CARGLASS,NL,Nederland,247.12,NA,1,NA,NA,248.12
13944,12604,27-12-2017,28-12-2017,23-01-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1312.51,NA,77.44000000000001,NA,-1424.01,-34.06
13948,12605,14-06-2016,14-06-2016,16-06-2016,"(IN)BRAAK, DIEFSTAL, ACCESS, ETC.",NL,Nederland,1020.47,NA,NA,NA,NA,1020.47
13948,12606,15-05-2015,18-05-2015,05-06-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,154.33,NA,40.290000000000006,NA,NA,194.62
13951,12607,10-08-2019,14-08-2019,21-09-2019,STORM,NL,Nederland,1446.3799999999999,NA,NA,NA,NA,1446.38
13952,12608,20-06-2014,02-07-2014,08-07-2014,GLASSREPAIR,NL,Nederland,110,NA,NA,NA,NA,110
13956,12609,04-05-2018,08-05-2018,04-12-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,530.6700000000001,NA,NA,NA,-490.87,39.8
13956,12610,28-12-2017,08-01-2018,15-01-2018,RUITVERVANGING DOOR CARGLASS,NL,Nederland,507.33,NA,NA,NA,NA,507.33
13956,12611,24-05-2014,30-05-2014,05-06-2014,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,333.71999999999997,NA,1,NA,NA,334.72
13957,12612,24-03-2017,27-03-2017,07-08-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,657.6,NA,77.44000000000001,NA,-608.2700000000001,126.77
13957,12613,15-01-2014,16-01-2014,23-10-2014,VERLEENDE GEEN VOORRANG,NL,Nederland,771.9599999999999,900,5,NA,NA,1676.96
13958,12614,07-03-2016,08-03-2016,31-05-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1424.7,NA,77.44000000000001,NA,-1534.23,-32.09
13958,12615,14-10-2014,15-10-2014,03-12-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,305.78,NA,69.6,NA,-406.66,-31.28
13958,12616,15-05-2014,28-05-2014,19-09-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
13959,12617,08-12-2017,12-12-2017,10-06-2018,UIT PARKEERSTAND WEGGEREDEN,NL,Nederland,NA,1679.86,NA,NA,NA,1679.86
13959,12618,11-09-2015,11-09-2015,17-11-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1075.42,NA,40.290000000000006,NA,-1075.42,40.29
25573,12619,16-01-2015,16-01-2015,20-01-2015,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
